Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
PUT /api/items/338,1,213,213,213,213,213,213,213,0.000%,4.69484,2.18,1.37
GET /api/items/114,1,175,175,175,175,175,175,175,0.000%,5.71429,2.65,1.07
GET /api/items/366,1,174,174,174,174,174,174,174,0.000%,5.74713,2.67,1.08
GET /api/items/457,1,190,190,190,190,190,190,190,0.000%,5.26316,2.44,0.99
PUT /api/items/437,1,199,199,199,199,199,199,199,0.000%,5.02513,2.33,1.47
GET /api/items/391,1,196,196,196,196,196,196,196,0.000%,5.10204,2.37,0.96
PUT /api/items/174,2,189,183,195,195,195,183,195,0.000%,2.11416,0.98,0.62
PUT /api/items/997,1,181,181,181,181,181,181,181,0.000%,5.52486,2.56,1.61
GET /api/items/499,1,171,171,171,171,171,171,171,0.000%,5.84795,2.71,1.10
GET /api/items/796,1,171,171,171,171,171,171,171,0.000%,5.84795,2.71,1.10
GET /api/items/810,1,189,189,189,189,189,189,189,0.000%,5.29101,2.45,0.99
PUT /api/items/940,1,197,197,197,197,197,197,197,0.000%,5.07614,2.35,1.48
PUT /api/items/964,2,194,191,198,198,198,191,198,0.000%,.39549,0.18,0.12
PUT /api/items/214,1,198,198,198,198,198,198,198,0.000%,5.05051,2.34,1.47
GET /api/items/291,1,189,189,189,189,189,189,189,0.000%,5.29101,2.45,0.99
GET /api/items/730,1,189,189,189,189,189,189,189,0.000%,5.29101,2.45,0.99
GET /api/items/757,1,188,188,188,188,188,188,188,0.000%,5.31915,2.47,1.00
GET /api/items/221,1,187,187,187,187,187,187,187,0.000%,5.34759,2.48,1.00
PUT /api/items/577,1,178,178,178,178,178,178,178,0.000%,5.61798,2.61,1.64
GET /api/items/097,1,171,171,171,171,171,171,171,0.000%,5.84795,2.71,1.10
GET /api/items/107,1,170,170,170,170,170,170,170,0.000%,5.88235,2.73,1.10
GET /api/items/432,1,187,187,187,187,187,187,187,0.000%,5.34759,2.48,1.00
GET /api/items/394,1,193,193,193,193,193,193,193,0.000%,5.18135,2.40,0.97
PUT /api/items/383,1,196,196,196,196,196,196,196,0.000%,5.10204,2.37,1.49
PUT /api/items/578,1,181,181,181,181,181,181,181,0.000%,5.52486,2.56,1.61
GET /api/items/948,2,173,160,186,186,186,160,186,0.000%,.37987,0.18,0.07
GET /api/items/733,1,192,192,192,192,192,192,192,0.000%,5.20833,2.42,0.98
PUT /api/items/043,1,202,202,202,202,202,202,202,0.000%,4.95050,2.29,1.45
GET /api/items/365,1,178,178,178,178,178,178,178,0.000%,5.61798,2.61,1.05
PUT /api/items/350,1,199,199,199,199,199,199,199,0.000%,5.02513,2.33,1.47
PUT /api/items/421,1,199,199,199,199,199,199,199,0.000%,5.02513,2.33,1.47
GET /api/items/994,1,180,180,180,180,180,180,180,0.000%,5.55556,2.58,1.04
GET /api/items/833,1,180,180,180,180,180,180,180,0.000%,5.55556,2.58,1.04
GET /api/items/602,1,189,189,189,189,189,189,189,0.000%,5.29101,2.45,0.99
PUT /api/items/817,1,191,191,191,191,191,191,191,0.000%,5.23560,2.43,1.53
GET /api/items/827,1,190,190,190,190,190,190,190,0.000%,5.26316,2.44,0.99
PUT /api/items/150,1,193,193,193,193,193,193,193,0.000%,5.18135,2.40,1.51
GET /api/items/428,1,187,187,187,187,187,187,187,0.000%,5.34759,2.48,1.00
GET /api/items/669,1,171,171,171,171,171,171,171,0.000%,5.84795,2.71,1.10
GET /api/items/612,1,176,176,176,176,176,176,176,0.000%,5.68182,2.64,1.07
PUT /api/items/952,1,180,180,180,180,180,180,180,0.000%,5.55556,2.58,1.62
PUT /api/items/188,1,184,184,184,184,184,184,184,0.000%,5.43478,2.52,1.59
PUT /api/items/145,1,202,202,202,202,202,202,202,0.000%,4.95050,2.30,1.45
GET /api/items/355,1,174,174,174,174,174,174,174,0.000%,5.74713,2.67,1.08
GET /api/items/080,2,171,156,187,187,187,156,187,0.000%,.38499,0.18,0.07
GET /api/items/425,1,197,197,197,197,197,197,197,0.000%,5.07614,2.35,0.95
PUT /api/items/468,1,198,198,198,198,198,198,198,0.000%,5.05051,2.34,1.47
