Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
GET /api/items/160,1,245,245,245,245,245,245,245,0.000%,4.08163,1.83,0.77
GET /api/items/740,1,246,246,246,246,246,246,246,0.000%,4.06504,1.82,0.76
PUT /api/items/521,1,234,234,234,234,234,234,234,0.000%,4.27350,1.91,1.25
GET /api/items/873,1,224,224,224,224,224,224,224,0.000%,4.46429,2.00,0.84
GET /api/items/243,1,224,224,224,224,224,224,224,0.000%,4.46429,2.00,0.84
PUT /api/items/955,1,226,226,226,226,226,226,226,0.000%,4.42478,1.98,1.29
PUT /api/items/017,1,226,226,226,226,226,226,226,0.000%,4.42478,1.97,1.29
GET /api/items/880,1,250,250,250,250,250,250,250,0.000%,4.00000,1.79,0.75
GET /api/items/788,1,233,233,233,233,233,233,233,0.000%,4.29185,1.92,0.80
GET /api/items/045,1,243,243,243,243,243,243,243,0.000%,4.11523,1.84,0.77
PUT /api/items/745,1,254,254,254,254,254,254,254,0.000%,3.93701,1.76,1.15
GET /api/items/701,1,230,230,230,230,230,230,230,0.000%,4.34783,1.94,0.82
PUT /api/items/083,1,223,223,223,223,223,223,223,0.000%,4.48430,2.00,1.31
PUT /api/items/480,1,232,232,232,232,232,232,232,0.000%,4.31034,1.93,1.26
GET /api/items/501,1,249,249,249,249,249,249,249,0.000%,4.01606,1.80,0.75
GET /api/items/644,1,231,231,231,231,231,231,231,0.000%,4.32900,1.94,0.81
GET /api/items/050,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,0.83
PUT /api/items/982,1,238,238,238,238,238,238,238,0.000%,4.20168,1.88,1.23
GET /api/items/733,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
PUT /api/items/861,1,237,237,237,237,237,237,237,0.000%,4.21941,1.89,1.23
PUT /api/items/602,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,1.29
GET /api/items/348,2,224,219,229,229,229,219,229,0.000%,4.95050,2.21,0.93
GET /api/items/960,1,246,246,246,246,246,246,246,0.000%,4.06504,1.82,0.76
PUT /api/items/847,1,238,238,238,238,238,238,238,0.000%,4.20168,1.88,1.23
GET /api/items/267,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
PUT /api/items/412,1,223,223,223,223,223,223,223,0.000%,4.48430,2.01,1.31
GET /api/items/693,1,230,230,230,230,230,230,230,0.000%,4.34783,1.94,0.82
GET /api/items/258,1,219,219,219,219,219,219,219,0.000%,4.56621,2.04,0.86
PUT /api/items/386,1,222,222,222,222,222,222,222,0.000%,4.50450,2.01,1.32
GET /api/items/402,1,237,237,237,237,237,237,237,0.000%,4.21941,1.89,0.79
PUT /api/items/332,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,1.34
GET /api/items/591,1,234,234,234,234,234,234,234,0.000%,4.27350,1.91,0.80
PUT /api/items/009,1,228,228,228,228,228,228,228,0.000%,4.38596,1.95,1.28
GET /api/items/364,1,216,216,216,216,216,216,216,0.000%,4.62963,2.07,0.87
GET /api/items/270,1,240,240,240,240,240,240,240,0.000%,4.16667,1.86,0.78
GET /api/items/438,1,215,215,215,215,215,215,215,0.000%,4.65116,2.08,0.87
PUT /api/items/285,2,226,199,254,254,254,199,254,0.000%,.35606,0.15,0.10
PUT /api/items/205,1,232,232,232,232,232,232,232,0.000%,4.31034,1.93,1.26
GET /api/items/949,1,232,232,232,232,232,232,232,0.000%,4.31034,1.93,0.81
GET /api/items/991,1,231,231,231,231,231,231,231,0.000%,4.32900,1.94,0.81
GET /api/items/515,2,212,177,247,247,247,177,247,0.000%,.28906,0.13,0.05
PUT /api/items/425,1,216,216,216,216,216,216,216,0.000%,4.62963,2.07,1.35
PUT /api/items/107,2,228,216,240,240,240,216,240,0.000%,6.53595,2.92,1.91
GET /api/items/874,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
GET /api/items/947,1,217,217,217,217,217,217,217,0.000%,4.60829,2.06,0.86
GET /api/items/996,1,239,239,239,239,239,239,239,0.000%,4.18410,1.87,0.78
GET /api/items/097,1,230,230,230,230,230,230,230,0.000%,4.34783,1.94,0.82
PUT /api/items/198,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,1.29
PUT /api/items/013,1,255,255,255,255,255,255,255,0.000%,3.92157,1.75,1.15
GET /api/items/666,1,240,240,240,240,240,240,240,0.000%,4.16667,1.86,0.78
PUT /api/items/615,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,1.34
GET /api/items/455,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,0.83
GET /api/items/935,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,0.83
PUT /api/items/127,1,214,214,214,214,214,214,214,0.000%,4.67290,2.09,1.36
PUT /api/items/572,1,216,216,216,216,216,216,216,0.000%,4.62963,2.07,1.35
GET /api/items/834,1,228,228,228,228,228,228,228,0.000%,4.38596,1.96,0.82
PUT /api/items/174,1,220,220,220,220,220,220,220,0.000%,4.54545,2.03,1.33
GET /api/items/291,1,231,231,231,231,231,231,231,0.000%,4.32900,1.94,0.81
GET /api/items/456,1,227,227,227,227,227,227,227,0.000%,4.40529,1.97,0.83
GET /api/items/837,1,215,215,215,215,215,215,215,0.000%,4.65116,2.08,0.87
PUT /api/items/518,1,225,225,225,225,225,225,225,0.000%,4.44444,1.98,1.30
PUT /api/items/934,1,222,222,222,222,222,222,222,0.000%,4.50450,2.01,1.32
GET /api/items/212,1,220,220,220,220,220,220,220,0.000%,4.54545,2.03,0.85
PUT /api/items/506,1,201,201,201,201,201,201,201,0.000%,4.97512,2.23,1.45
GET /api/items/289,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
GET /api/items/979,1,202,202,202,202,202,202,202,0.000%,4.95050,2.21,0.93
GET /api/items/349,1,197,197,197,197,197,197,197,0.000%,5.07614,2.27,0.95
PUT /api/items/243,1,203,203,203,203,203,203,203,0.000%,4.92611,2.20,1.44
PUT /api/items/402,2,199,175,224,224,224,175,224,0.000%,.44673,0.20,0.13
GET /api/items/933,1,210,210,210,210,210,210,210,0.000%,4.76190,2.13,0.89
PUT /api/items/338,1,210,210,210,210,210,210,210,0.000%,4.76190,2.13,1.39
GET /api/items/616,1,219,219,219,219,219,219,219,0.000%,4.56621,2.04,0.86
GET /api/items/803,1,218,218,218,218,218,218,218,0.000%,4.58716,2.05,0.86
GET /api/items/502,1,197,197,197,197,197,197,197,0.000%,5.07614,2.27,0.95
PUT /api/items/510,1,214,214,214,214,214,214,214,0.000%,4.67290,2.09,1.36
PUT /api/items/126,1,210,210,210,210,210,210,210,0.000%,4.76190,2.13,1.39
GET /api/items/339,1,193,193,193,193,193,193,193,0.000%,5.18135,2.32,0.97
PUT /api/items/623,1,212,212,212,212,212,212,212,0.000%,4.71698,2.11,1.38
GET /api/items/610,1,190,190,190,190,190,190,190,0.000%,5.26316,2.35,0.99
GET /api/items/201,1,208,208,208,208,208,208,208,0.000%,4.80769,2.15,0.90
GET /api/items/228,1,204,204,204,204,204,204,204,0.000%,4.90196,2.19,0.92
